13113 39539 2
27430 4045 1
24327 26553 2
28199 26553 2
18595 26553 2
32597 26553 172
35909 4045 1
38511 39539 2
6556 39539 1
33086 26553 18
29118 26553 12
20711 39539 8
22515 4045 8
9679 26553 4
17875 8387 37
6260 4045 2
11760 39539 21
34459 28056 2
24735 4045 2
34290 26553 1
34699 4045 21
8927 8387 1
35232 8387 1
8926 8387 1
30815 39539 14
32467 4045 2
4811 26553 21
19485 39539 12
10595 39539 2
29229 4045 5
35227 39539 1
36641 39539 1
30513 8387 1
3256 4045 4
1332 8387 102
36356 26553 2
29507 4045 766
22518 26553 5
17013 39539 2
18328 4045 2
31127 4045 2
7521 4045 42
5624 8387 96
7667 26553 37
9956 39539 2
5624 28058 5
6816 39539 8
33579 4045 2
1332 28056 73
17018 39539 4
35349 26553 9
4982 8387 2
9729 39539 2
10451 39539 15
36113 4045 1
32612 8387 1
24625 4045 1
22404 4045 12
12644 4045 6
15756 26553 3
9377 26553 15
39295 39539 4
20926 4045 4
26128 26553 77
28143 26553 8
11846 4045 1
35533 39539 5
25865 4045 4
6743 26553 18
22383 39539 13
12096 28056 3
19350 39539 1
15754 39539 1
10911 26553 12
28970 4045 4
29083 8387 1
30126 8387 1
13611 39539 6
16162 4045 14
17705 4045 86
35233 4045 2
27695 28058 41
35619 26553 4
1536 4045 1
3679 26553 4
38480 26553 1
14083 39539 2
679 4045 2
5106 8387 3
11510 4045 2
34899 4045 53
23927 8387 2
20828 4045 6
18074 4045 28
11514 39539 1
24107 4045 9
9484 39539 8
24110 4045 21
39156 4045 1
11253 4045 1
11254 4045 3
34101 4045 1
14316 26553 67
21517 4045 2
6698 4045 2
26104 39539 2
34770 8387 27
7749 4045 23
32565 39539 2
36212 4045 17
18021 26553 857
25861 8387 2
23972 26553 9
14816 8387 42
3129 39539 13
10742 4045 65
16476 8387 30
4810 8387 92
10465 4045 160
31476 39539 2
35333 30278 4
8596 28056 46
2185 39539 3
34094 4045 2
5050 39539 1
4957 26553 1
8596 28058 55
14374 4045 9
5903 28056 3
23852 39539 228
11079 4045 11
12104 4045 6
28982 4045 71
31296 4045 34
27698 4045 4
39363 39539 1
6121 26553 3
15355 39539 2
8902 39539 4
36679 4045 12
1791 26553 12
28848 39539 4
12643 39539 1
29552 4045 2
15867 4045 9
13489 39539 6
29917 8387 2
2571 26553 2
39775 8387 35
6287 28056 1
5052 39539 2
16242 4045 16
23423 28056 5
10747 4045 2
10375 26553 1
27352 26553 6
38418 39539 4
18296 8387 2
22708 39539 5
36175 8387 1
22204 39539 1
6315 39539 1
3351 4045 10
3015 8387 25
30245 39539 2
7359 26553 2
9370 39539 2
30827 39539 10
25498 39539 9
24859 8387 31
11428 4045 4
11426 4045 9
2834 26553 5
325 4045 19
31441 4045 43
25456 39539 1
19123 26553 1
15855 8387 3
15759 39539 2
25359 4045 54
23126 8387 19
1314 39539 1
15768 4045 3
35363 4045 5
36794 39539 7
22885 4045 6
28911 4045 1
6700 39539 10
18603 4045 1
13146 26553 2
23327 26553 2
1993 39539 2
18268 4045 1
8378 39539 2
91 28056 1
17620 26553 78
22142 26553 1
22622 39539 18
14325 39539 2
34316 39539 1
26039 39539 1
39140 26553 15
16496 26553 2
2223 8387 1
17512 26553 2
12214 26553 24
19730 39539 2
39212 8387 4
11873 39539 1
11565 4045 4
11560 4045 2
3207 4045 1
31843 26553 393
29434 26553 1
4474 4045 2
33930 26553 3
24058 4045 6
3579 26553 2
2628 4045 5
1276 4045 19
3164 8387 14
37532 26553 3
11759 26553 3
37564 8387 3
26574 4045 87
30109 8387 72
31806 28056 394
31806 28058 4
12973 26553 15
25733 26553 1
2429 8387 13
38917 39539 3
