40931,29362,3
41878,12040,3
38543,6911,2
31686,32050,2
6025,26345,2
179,27627,2
41024,4628,1
17497,1936,2
38483,36005,1
7551,2999,1
27554,17561,4
3425,29925,1
31806,25964,4
13719,16196,1
5479,14182,1
32521,24984,1
39094,37529,2
36671,8302,1
5992,27364,1
27380,25368,2
22559,37392,2
3821,36407,3
33542,39091,1
25300,27409,1
6025,13435,6
16254,29729,2
39998,35847,1
34690,23780,1
13898,16262,1
21678,25429,1
18676,13643,1
33676,37768,2
2749,1029,1
9476,31149,1
19465,17990,1
32551,3106,3
12107,35917,1
15611,6979,1
12463,40074,2
425,21920,2
1312,31621,2
17551,4445,2
1340,1680,2
22566,40339,3
17277,14782,2
37305,38180,2
26448,7342,1
15759,25429,3
22566,40336,1
27330,12929,1
13033,29626,1
11864,31486,1
4152,27010,2
4973,37013,2
14739,38331,2
2032,26854,6
33507,31486,2
41901,10322,2
22043,28901,2
20044,38977,1
23055,9571,1
25027,12946,2
25007,24230,1
1598,40949,3
2107,40656,1
38094,27193,2
14329,29609,2
20016,17119,1
546,10704,1
21305,15188,2
35596,35321,1
35083,36782,2
10759,14428,4
24819,26215,1
13156,10246,3
29954,21072,1
21119,22412,1
15093,23252,1
1324,5761,1
19655,16580,3
30429,25318,1
38539,35468,2
34706,877,6
4390,12230,2
27835,26472,1
3395,185,2
19090,40273,7
19625,16865,1
5519,20719,2
36654,38527,4
36712,19681,1
24953,39724,1
8283,10930,1
4525,3481,1
145,17096,1
16002,40831,2
31103,14762,3
30464,6978,1
510,1688,4
27627,12256,2
8700,40391,2
2147,29200,1
296,27794,2
33483,23025,1
32334,11226,3
6180,31396,3
21232,37013,2
14652,19090,1
15959,31387,8
9372,32450,1
17881,7362,1
11788,38894,1
3395,2039,2
9746,3256,1
4622,25039,4
35454,37412,1
5567,9427,2
8672,15717,3
24157,13584,3
6612,13920,1
1923,1919,2
8897,11710,1
11855,37138,1
29890,14824,2
21740,22637,1
27794,14207,3
13891,34726,1
11211,5318,1
28293,35305,2
8454,17601,2
6515,33800,1
37681,6901,1
41315,41024,1
14288,36654,2
26140,13931,1
28751,26464,2
265,4960,1
18956,24993,1
31775,4761,1
16679,41873,2
8820,35175,1
7820,39953,3
5585,5600,3
39640,6186,1
4836,4259,1
38194,38888,3
1168,12032,2
3425,18093,1
23934,40401,2
37293,21380,3
1123,1059,1
21726,16894,2
17563,25794,1
29469,964,2
21564,17782,1
17451,32097,3
5302,11024,2
29505,20565,1
11844,33635,1
21245,20599,2
5614,17776,2
31283,27590,1
265,8158,4
41465,13468,1
31318,6133,2
19228,32639,3
28615,33073,1
34449,25860,1
5601,26184,2
22872,18451,2
36610,27216,1
23029,22384,3
2526,17086,3
3256,6133,3
17899,41381,1
10527,28615,1
27120,41965,4
26346,32204,1
21454,6136,3
34657,11810,2
27969,3052,9
2020,12403,3
38842,26876,2
20203,24820,1
135,32204,1
40065,37013,1
5791,30675,1
11856,25885,1
24414,14568,3
32866,35928,1
25017,34920,2
10995,18625,1
28564,15357,2
21881,30042,1
37989,12126,2
24151,27007,1
18307,22681,2
2892,13907,6
24134,28343,2
6080,14139,1
29188,100,3
25921,34866,1
13831,40273,1
27805,36070,1
36236,33182,3
382,1059,6
19655,35020,1
2147,4005,2
16568,32663,1
33263,512,2
2147,4012,3
7881,39062,20
9520,37904,5
8596,32584,1
17283,6066,1
27101,36217,3
30507,29183,2
27794,13870,3
1316,10765,1
25481,36178,1
39576,14008,3
10845,40807,1
17483,40260,1
3993,6191,1
12132,34853,1
40404,21865,1
30285,6166,3
12759,28999,1
37735,425,1
5810,10598,2
30530,18559,2
5810,10597,2
13494,35684,1
16530,12800,1
25807,5614,2
34716,7315,2
12421,25027,1
17990,20348,1
2021,11876,2
1316,41319,2
7680,22412,1
24610,31328,2
41328,10882,1
8897,29252,2
20745,24749,2
19984,37426,1
38516,12152,1
13464,40401,1
32938,10874,4
4419,28096,2
38053,8527,2
3395,30856,1
33440,38063,1
14899,23588,1
26021,31452,1
6211,12130,2
27556,41144,3
17374,27587,1
15411,16312,1
6211,12124,3
18133,12460,1
6211,12119,8
16197,7881,2
877,8982,1
8183,1896,1
28029,27495,2
32,26824,2
40515,3677,4
33478,15298,1
21569,13918,2
32633,38597,2
33205,3852,2
25033,30050,2
31960,39516,1
26715,13354,2
10202,40870,1
26145,8897,1
1514,13158,1
11858,10874,5
14889,3677,4
40862,21941,2
17097,32624,2
2147,5711,1
346,41822,2
4075,1680,3
29851,27973,1
41315,26082,3
12130,31502,1
10106,41861,4
6248,19090,2
18352,27484,4
31969,35875,2
4071,38581,1
17985,22191,2
27592,31145,1
38332,8370,1
16580,24160,3
23904,3990,1
15290,2555,1
18735,30411,1
24443,23631,3
14783,13011,1
13855,34034,4
4825,24162,1
21726,40201,1
31502,39949,3
33182,13891,3
33182,13894,6
2820,18490,4
20678,25728,1
13561,35342,1
16957,37057,1
38331,17563,1
425,7051,1
37897,3201,1
32484,41106,3
11933,38281,1
1239,24961,1
27010,10410,2
40114,37381,2
15140,29998,1
11805,4430,3
28399,22684,2
7876,13354,2
2292,10874,2
28635,5194,1
41877,6539,3
4614,19655,2
16679,20087,3
18012,8933,1
20023,23588,1
10258,29500,1
2147,29578,1
18519,34428,1
30152,25771,2
1153,2383,2
15411,32579,3
8679,14102,3
7147,26430,1
35120,33632,2
13919,29579,3
17374,31387,2
13343,10563,1
40681,30475,3
21365,32342,2
11442,24580,2
41106,31525,1
11933,15759,1
5601,32385,2
17912,5049,3
33104,21757,2
4058,34449,1
13817,15711,2
38516,5672,1
977,34377,1
837,4764,1
17551,4753,1
11323,34116,1
13532,32829,2
2636,10795,1
39146,39789,3
37013,34131,87
37013,34132,7
22632,37777,2
17371,29259,2
245,26055,2
37013,34134,4
16705,27587,1
6137,10970,1
11143,19081,2
32281,36677,1
13710,4406,2
30121,38251,1
12348,30968,2
3875,16254,1
14805,38708,1
16527,11901,1
17561,31503,20
40602,40250,5
13952,1775,3
18129,19385,2
34449,27736,3
10638,28738,1
29871,20880,1
27101,1775,6
40573,33182,7
16309,25087,2
31566,26595,1
30968,12626,1
39442,39026,3
38792,7229,1
10954,32410,2
14657,5045,2
1867,12509,3
10882,12061,18
35697,32938,1
37126,26938,1
11922,17576,1
15891,24012,2
22192,1010,2
28388,10880,2
8884,27742,1
4628,1580,4
27380,3761,1
26696,25871,4
30934,34234,2
22575,15786,1
17213,38087,1
328,280,1
18324,36342,1
30982,32050,1
37147,23217,1
41929,21307,1
37126,23933,1
35142,27805,1
12970,26015,1
34460,33339,1
9379,2355,1
28170,7217,3
39885,38194,1
33974,34345,1
21146,523,2
39350,32617,1
13037,24026,3
35523,13920,1
34708,4825,1
39238,18169,1
37904,38319,1
25318,9520,1
23036,39218,2
26662,99,6
32391,32695,1
6162,10386,2
5673,36923,8
5200,22903,2
3395,15866,1
39008,25975,5
115,39953,1
31210,15406,3
6025,38958,2
20719,22791,1
18929,1363,1
12431,22845,1
23204,31585,1
9827,11509,1
11518,23851,1
39004,10957,1
1512,7916,1
34098,22601,2
7881,28904,3
3106,24160,1
20929,41428,8
41822,15070,2
39271,21676,2
21430,9479,2
27050,12126,2
11046,6172,3
32191,28042,1
8302,33464,3
21008,382,3
30395,41929,1
24153,18363,2
36643,10759,1
15406,16202,1
32965,34613,1
13532,41103,2
37126,16122,2
23650,21384,1
2182,25574,2
25975,8386,2
18813,2241,2
9852,41432,1
33182,11855,2
18601,22518,1
23246,21795,1
12946,39346,1
20408,5751,1
265,40701,6
11649,31521,2
33680,21760,1
24587,37993,2
4960,38499,1
29484,24332,1
35167,40300,1
25035,39094,1
4960,38504,2
38708,22681,3
34425,12227,3
41706,15113,1
20812,27622,3
22429,32796,1
676,26947,1
11694,30550,2
28829,12068,2
33551,17075,1
18519,7789,3
21243,12970,2
14996,12836,1
24012,11393,2
8281,12119,1
15717,24703,4
32397,31522,1
4123,1580,1
35863,22062,2
40370,17789,1
9675,19134,1
19984,38217,1
23933,16472,1
15711,26094,3
21538,877,1
18115,8222,3
16676,28145,1
5872,1580,1
15926,10248,2
10874,11191,19
32334,18795,3
32784,3603,2
32800,28988,1
20463,6076,1
26469,18775,2
7529,34249,2
16596,2020,1
14568,8261,1
1598,1123,1
23086,22730,1
17097,30287,1
7663,28926,2
23912,36825,2
14283,27868,1
34365,31387,1
2291,41868,2
10904,31788,1
23727,14201,1
28156,6144,3
22724,32355,1
33786,26470,1
4080,877,25
26296,4830,2
31984,22384,2
10655,37629,2
6402,13968,3
7406,28694,1
41343,33424,1
21798,12429,1
35252,30719,1
2892,10970,3
21384,18434,1
21907,38657,1
22580,29753,2
20454,31103,1
15717,33424,2
38815,38264,2
37781,3835,1
5167,20818,2
9379,12520,2
27315,5443,4
8650,26469,3
17412,15344,1
15139,12061,2
9528,7764,1
7454,8857,1
5217,15505,2
36893,3375,1
40452,4099,1
18056,2676,1
6025,4895,5
38264,8787,3
38925,12126,3
13430,2020,1
20235,29451,1
35920,3821,2
25429,11147,1
26440,37057,3
14214,24846,1
29921,21229,6
34579,37666,1
8633,4909,1
21903,8933,1
12126,21890,2
29729,41602,2
15835,2149,2
1820,27289,2
22791,21745,3
26465,14568,2
40401,12757,13
26501,15717,3
13790,29678,1
35925,27820,1
31738,17418,2
16191,13078,1
2939,19869,1
14704,7924,1
30122,37537,1
2506,5639,6
39669,23342,1
11933,24016,1
38050,3119,2
18256,12466,2
21877,7881,3
34019,6075,1
877,30609,3
17485,35849,1
38708,12068,2
41333,11320,2
23210,28367,2
19568,11050,1
1680,39005,1
37088,39940,1
31529,27508,1
37747,5498,1
1680,39008,2
13532,14782,4
18334,29362,2
9745,40250,1
6974,13094,1
2837,37423,1
33957,26982,1
39449,11682,1
34106,31389,3
40455,31464,2
21795,27101,2
5747,31756,3
40346,25339,1
40241,26997,1
34520,3591,2
32796,33603,2
40241,27010,6
33887,3129,1
10623,27805,2
6709,336,3
27346,36629,1
24156,3811,2
20923,1923,2
28343,23548,1
20160,41929,1
41126,7935,1
35132,35468,3
27969,5810,11
12468,14075,1
282,14075,1
31974,8507,1
7881,40179,4
35639,40573,2
14824,16472,3
9361,5697,1
37743,12162,2
425,33984,2
5045,28615,4
25093,5857,1
20692,9468,1
3461,12969,2
22872,3365,1
42021,7196,2
955,267,1
36654,29935,1
31466,22993,1
35917,38837,1
6036,280,2
39280,39146,2
4406,18596,1
28565,31210,1
8946,1828,1
5172,25975,1
2952,36473,3
10563,14143,1
7341,14453,1
27485,31158,2
20976,31056,2
15121,37055,3
30408,13246,2
5637,1833,1
5782,2979,3
27627,22515,3
36806,23864,1
13350,21791,1
6162,13855,8
7385,41901,19
877,16852,1
7835,20730,3
30946,39343,1
32005,27820,2
32796,16590,2
4257,5601,2
29754,3070,3
22989,9379,1
3479,3786,1
23055,12032,2
31101,14168,3
40717,1256,1
36654,15246,3
9490,20888,1
36654,15244,20
31722,18065,8
24185,40070,3
30282,36714,1
26449,25750,3
39146,19730,3
12126,39159,2
8778,14824,1
19090,10626,2
4095,31757,2
33743,13869,2
40927,315,1
23799,24932,2
36847,41319,2
13968,32636,1
10710,28406,1
1580,39953,1
19183,17210,1
22740,4964,2
22759,14200,1
38336,6979,2
8370,14785,3
36690,1164,1
6180,29762,3
37999,5992,1
20051,11393,1
21941,7663,1
27105,38780,2
5760,21277,1
32774,30308,2
6586,16261,1
12743,22021,1
3523,17985,1
30170,10298,1
248,24195,2
41249,6215,3
12090,32788,1
21277,386,1
17357,22411,1
877,8396,2
10533,38595,1
40013,915,1
25300,40005,1
618,27840,1
9721,35312,1
5926,23553,1
7663,335,3
37297,38121,2
6162,3557,2
11709,3988,1
34134,38801,4
21642,40273,2
19380,17555,1
39192,5706,2
15759,36895,1
15786,31503,5
29854,12534,2
25468,5595,2
33881,33001,1
22566,19380,1
1397,2503,1
7923,1680,2
13919,17034,2
23996,39781,1
32391,10965,2
37438,40815,3
16282,20320,3
386,26501,1
207,20737,2
25035,22896,1
38140,14904,1
7202,9541,1
24467,27484,1
32270,12664,3
25300,14723,2
29797,39724,2
12130,32636,1
22872,32050,8
1406,41094,1
37376,27627,10
39596,32097,3
40931,18070,2
14922,17497,3
36825,35199,2
15245,41315,2
19219,27330,1
37615,16865,1
26852,32474,2
34189,26997,4
11596,30980,3
12068,24581,1
32575,1872,1
24901,37525,3
12297,40045,3
34189,27010,2
6025,27440,4
24652,40201,1
33506,34753,2
28718,36228,2
40324,27349,2
16261,15188,2
38175,29884,4
28455,13435,6
36559,4937,1
26958,35036,1
5627,21712,1
23588,34545,1
20068,11192,2
20387,7881,2
847,27193,2
30624,11810,1
28076,18896,3
248,1334,1
18958,19670,3
17418,17488,2
11788,14582,1
10870,10970,3
22841,27298,1
6211,32476,2
2738,24189,1
27010,33510,7
36779,5797,1
14893,4575,1
17967,5842,1
17967,5841,3
38991,33851,1
2952,1923,8
2952,1922,3
41929,12757,2
25387,2147,2
1316,22592,1
10882,28234,1
39323,28503,2
33510,14847,2
40870,13408,1
6025,245,3
39870,12152,2
33396,15595,1
27528,16312,2
19601,15922,1
3890,10161,1
27621,28028,1
21955,15647,1
37615,37615,1
23030,7256,2
39828,27973,2
41472,29178,3
15711,6539,1
15188,26648,4
15711,36260,1
7666,29884,1
27627,20425,1
21558,23780,1
21795,26230,1
15291,34480,1
7348,34480,4
30947,11309,2
27382,16590,1
32342,27025,2
26233,17046,2
34915,6744,1
22565,1048,1
35560,26844,1
34853,4003,3
38499,32283,1
15335,35199,1
2942,25364,3
36727,29792,1
2301,29183,1
17525,40336,2
36711,36095,2
33170,7663,2
27868,34329,1
16679,23068,2
3890,23136,1
131,10954,3
6742,34737,1
33711,15538,1
40250,11392,1
30539,38690,1
2833,8870,2
16639,9136,1
34899,248,1
27010,16150,2
36005,2540,1
19881,22384,3
14428,37890,2
